ejercicio;programa;subprograma;proyecto;descripcion
2016;102;10200;1020002;COLONIA SOLA
2016;102;10200;;COLONIA SOLA
2016;102;;;COLONIA SOLA
2016;104;10400;1040001;VILLA 3
2016;104;10400;1040002;VILLA 20
2016;104;10400;;REINTEGRACION, INTEGRACION Y TRANSFORMACION DE VILLAS
2016;104;;;REINTEGRACION, INTEGRACION Y TRANSFORMACION DE VILLAS
2016;105;10500;1050000;REHABILITACION LA BOCA
2016;105;10500;1050001;OBRAS LA BOCA
2016;105;10500;1050002;RECUPERACION CONVENTILLOS
2016;105;10500;;REHABILITACION LA BOCA
2016;105;;;REHABILITACION LA BOCA
2016;106;10600;1060000;REHABILITACION CONJUNTOS URBANOS
2016;106;10600;1060001;REHABILITACION CONJUNTOS URBANOS
2016;106;10600;1060002;MANTENIMIENTO Y MEJORAS EN CONJUNTOS URBANOS
2016;106;10600;1060060;ACUMAR - BARRIOS
2016;106;10600;;REHABILITACION CONJUNTOS URBANOS
2016;106;;;REHABILITACION CONJUNTOS URBANOS
2016;108;10800;1080000;MEJOR VIVIR
2016;108;10800;;MEJOR VIVIR
2016;108;;;MEJOR VIVIR
2016;109;10900;1090000;VIVIENDAS CON AHORRO PREVIO
2016;109;10900;1090001;BARRIO LUGANO
2016;109;10900;1090002;DEMANDA GENERAL
2016;109;10900;1090003;OBRAS SIN LIQUIDACION FINAL
2016;109;10900;1090004;VIVIENDA CON AHORRO PREVIO
2016;109;10900;1090060;ACUMAR
2016;109;10900;;VIVIENDAS CON AHORRO PREVIO
2016;109;;;VIVIENDAS CON AHORRO PREVIO
2016;110;11000;1100000;CREDITOS 1RA VIVIENDA
2016;110;11000;;CREDITOS 1RA VIVIENDA
2016;110;;;CREDITOS 1RA VIVIENDA
2016;111;11100;1110000;MI CASA BA
2016;111;11100;;MI CASA BA
2016;111;;;MI CASA BA
2016;088;08800;0880000;MEJORAMIENTO DE LAS VIAS DE TRANSITO PEATONAL Y VEHICULAR
2016;088;08800;0880061;FUELLE - PREVIAL I
2016;088;08800;0880078;OBRAS ESTRUCTURALES EN PUENTES DE LA CIUDAD
2016;088;08800;;MEJORAMIENTO DE LAS VIAS DE TRANSITO PEATONAL Y VEHICULAR
2016;088;;;MEJORAMIENTO DE LAS VIAS DE TRANSITO PEATONAL Y VEHICULAR
2016;089;08900;0890000;SISTEMA  ESTADISTICO DE LA CIUDAD
2016;089;08900;0890001;AMPLIACION REMODELACION Y PUESTA EN VALOR EDIFICIOS DGESYC
2016;089;08900;;SISTEMA  ESTADISTICO DE LA CIUDAD
2016;089;;;SISTEMA  ESTADISTICO DE LA CIUDAD
